Brazil,Colombia,Cambodia,India,Mexico,Myanmar,Thailand,Indonesia,Papua New Guinea,Bangladesh,Vietnam,Malaysia,Peru,Madagascar,China,Bhutan,Ethiopia,Iran,Sudan,Philippines,Afghanistan,untypeable,set
0,0.579724242485379,0.396228430642811,0.362733221447293,0.541153148867255,0.290194799215599,0,0.291487933728592,0,0.267835454806408,0,0.28146723601514,0.58652197656116,0.28559066725591,0.743476150938074,0,0.0743945154020297,0.376846513903386,0.411382997111681,-0.0104584546003621,0.303177316042499,0,195481_128947_77862_115453_25719
0.360776786669826,0.705328456600299,0.28114026488812,0.484431965813481,0.822028296033972,0.305273426163856,0.427306931386504,0.679147386296144,0.635521474726014,0.433783383088761,0.333626086702623,0.481942554127836,0.710762949293387,0.815468894452549,0.844089157575997,0.668991143492981,0.824814505397556,0.641730008285817,0.527210862598167,0.0714646305918294,0.52783144626153,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687
0.458529288938749,0.804522012871782,0.307132906489306,0.465923812916356,0.841914034793638,0.391000002460175,0.57132982506393,0.839068901188507,0.60426679163202,0.358600536431945,0.37142057520917,0.589220196860666,0.704539448832118,0.893864481166894,0.999999999999968,0.893864481166894,0.968391486668248,0.684270305375384,0.815468894452549,0.0848738602186703,0.712872137016667,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259
0.360776786669826,0.833460094547388,0.478434125774989,0.51869880687597,0.886253777001974,0.537753839441484,0.606492063749073,0.859154794321974,0.648815986875237,0.507853455431484,0.361279489196304,0.669159222438512,0.799214494267818,0.893864481166894,0.999999999999968,0.754501316895294,0.984541085392105,0.596891054297402,0.748742138364743,-0.0116537656435227,0.795146274325495,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886
0.302960328487768,0.84569414908379,0.447498210245503,0.626277916352587,0.841914034793638,0.571481244938514,0.574856094692063,0.865743103032644,0.668079113773444,0.524047467853263,0.394303457266625,0.642601566055227,0.774253529332995,0.815468894452549,0.999999999999968,0.815468894452549,0.953380525787102,0.642459403170648,0.748742138364743,0.0775762453072505,0.84714734246965,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799
0.544616488550688,0.860065227779046,0.484969926955252,0.565188568896565,0.841914034793638,0.597662381116704,0.63737554303444,0.885709021828101,0.700233202572427,0.561434799279326,0.362195845223959,0.698782711488601,0.839501572931103,0.893864481166894,0.999999999999968,0.99999999999995,0.968391486668248,0.669366298173598,0.893864481166894,0.17586940007076,0.822703634166113,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420
0.544616488550688,0.879753917832285,0.553930876027543,0.593457398789811,0.886253777001974,0.627639810707404,0.686101606374028,0.915431865772933,0.743247450966013,0.583252566219207,0.435278007388913,0.711531436720683,0.897161979535362,0.815468894452549,0.999999999999968,0.99999999999995,0.98408978109025,0.708853917706505,0.893864481166894,0.186879049501484,0.834397275796819,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420_220357_6500_20068
0.925236170291692,0.924677267487773,0.541692440844875,0.799926732054774,0.999999999999996,0.644358041191786,0.724219126799115,0.918715837064942,0.755632273660539,0.635417594712419,0.486202044788133,0.728494284341381,0.922871484651522,0.815468894452549,0.999999999999968,0.99999999999995,0.98408978109025,0.801610652895263,0.893864481166894,0.29282418992981,0.896668524242171,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420_220357_6500_20068_177044_138649_74_140321
0.832072299285396,0.89547546327684,0.618315628934395,0.714265669269571,0.999999999999996,0.7035219328403,0.786625521314841,0.938405741800517,0.844716955527225,0.814429497659698,0.587164854784762,0.834220900477211,0.89504336721467,0.99999999999995,0.912295892312411,0.99999999999995,1,0.766872892930335,0.99999999999995,0.395994366398586,0.884497565656039,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420_220357_6500_20068_177044_138649_74_140321_183416_117398_118909_213148
0.832072299285396,0.89547546327684,0.641075363922466,0.714265669269571,0.999999999999996,0.8511841302735,0.799340090699357,0.944965196353711,0.881815398314372,0.893295720349609,0.609014424020548,0.858653055968886,0.89504336721467,0.99999999999995,0.912295892312411,0.99999999999995,1,0.736200283947373,0.99999999999995,0.467235352806959,0.872191015997458,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420_220357_6500_20068_177044_138649_74_140321_183416_117398_118909_213148_223922_165695_18150_134068
