LAM,ESEA,WAS,WSEA,OCE,MSEA,AF,EAS,untypeable,set
0.777711525915793,0.506646254261561,0.734868394637162,0.496431956431187,0.270503351676221,0.288525593261217,0.134193518174862,0.450941267648211,0,195481_128947_77862_115453_25719
0.936765244464843,0.585270053891563,0.949893221861326,0.590669591269081,0.770817493672666,0.48644714428918,0.806464966399245,0.671647677167196,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687
0.994801949020048,0.659346137144103,0.949893221861326,0.719040800027731,0.898442850709378,0.567639010749973,0.922871484651522,0.671647677167196,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259
1,0.721550116686729,0.957870913938417,0.784854603131115,0.929253700955605,0.642367184262661,0.975178225576715,0.999999999999968,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886
1,0.751165279663813,0.934452212449457,0.763766040130971,0.932666819888148,0.641185245042028,0.935055228701872,0.789074482569799,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799
1,0.749441433059315,0.949893221861326,0.789696138299505,0.932294644372788,0.653610901238543,0.961953206401665,0.912295892312411,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420
1,0.773458586839753,0.949893221861326,0.804450786261804,0.969394009040067,0.651490848859885,0.961953206401665,0.999999999999968,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420_220357_6500_20068
1,0.801515886794865,0.957870913938417,0.843703432188173,0.963272810848081,0.673831672389458,0.961953206401665,0.912295892312411,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420_220357_6500_20068_177044_138649_74_140321
1,0.856819515135696,0.974736770966862,0.843703432188173,0.963272810848081,0.790092869562107,0.987371574412609,0.912295892312411,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420_220357_6500_20068_177044_138649_74_140321_183416_117398_118909_213148
1,0.873203046920331,0.983391243853081,0.839492851051998,0.960268601116532,0.82408630559225,0.987078703928722,0.844089157575997,0,195481_128947_77862_115453_25719_113828_16358_185704_96699_158687_219064_78786_221827_10740_85259_4665_152784_139224_87268_105886_12019_25717_82721_164799_14050_136971_97081_3420_220357_6500_20068_177044_138649_74_140321_183416_117398_118909_213148_223922_165695_18150_134068
